TechID,Year,Install_Capacity_kt,Total_Capacity_kt,Production_kt,Abatement_tCO2,Capacity_Utilization
NCC_HT_Electric,2023,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2024,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2025,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2026,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2027,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2028,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2029,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2030,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2031,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2032,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2033,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2034,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2035,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2036,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2037,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2038,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2039,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2040,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2041,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2042,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2043,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2044,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2045,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2046,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2047,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2048,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2049,0.0,0.0,0.0,0.0,0.0
NCC_HT_Electric,2050,0.0,0.0,0.0,0.0,0.0
NCC_MT_HeatPump,2023,0.0,0.0,0.0,0.0,0.0
NCC_MT_HeatPump,2024,0.0,0.0,0.0,0.0,0.0
NCC_MT_HeatPump,2025,0.0,0.0,0.0,0.0,0.0
NCC_MT_HeatPump,2026,900.0,900.0,0.0,0.0,0.0
NCC_MT_HeatPump,2027,900.0,1800.0,0.0,0.0,0.0
NCC_MT_HeatPump,2028,900.0,2700.0,0.0,0.0,0.0
NCC_MT_HeatPump,2029,900.0,3600.0,0.0,0.0,0.0
NCC_MT_HeatPump,2030,900.0,4500.0,3677.67543859649,2096275.0,0.8172612085769978
NCC_MT_HeatPump,2031,900.0,5400.0,4826.44298245614,2751072.5,0.8937857374918778
NCC_MT_HeatPump,2032,900.0,6300.0,5805.52631578947,3309150.0,0.9215121136173762
NCC_MT_HeatPump,2033,900.0,7200.0,6784.60964912281,3867227.5,0.9423068957115014
NCC_MT_HeatPump,2034,299.999999999999,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2035,-2.26144904745984e-14,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2036,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2037,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2038,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2039,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2040,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2041,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2042,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2043,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2044,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2045,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2046,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2047,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2048,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2049,0.0,7500.0,7500.0,4275000.0,1.0
NCC_MT_HeatPump,2050,0.0,7500.0,7500.0,4275000.0,1.0
BTX_HT_Hydrogen,2023,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2024,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2025,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2026,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2027,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2028,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2029,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2030,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2031,0.0,0.0,0.0,0.0,0.0
BTX_HT_Hydrogen,2032,124.0,124.0,124.0,96720.0,1.0
BTX_HT_Hydrogen,2033,124.0,248.0,248.0,193440.0,1.0
BTX_HT_Hydrogen,2034,124.0,372.0,372.0,290160.0,1.0
BTX_HT_Hydrogen,2035,124.0,496.0,496.0,386880.0,1.0
BTX_HT_Hydrogen,2036,124.0,620.0,620.0,483600.0,1.0
BTX_HT_Hydrogen,2037,124.0,744.0,744.0,580320.0,1.0
BTX_HT_Hydrogen,2038,124.0,868.0,868.0,677040.0,1.0
BTX_HT_Hydrogen,2039,124.0,992.0,992.0,773760.0,1.0
BTX_HT_Hydrogen,2040,124.0,1116.0,1116.0,870480.0,1.0
BTX_HT_Hydrogen,2041,124.0,1240.0,1240.0,967200.0,1.0
BTX_HT_Hydrogen,2042,124.0,1364.0,1364.0,1063920.0,1.0
BTX_HT_Hydrogen,2043,124.0,1488.0,1488.0,1160640.0,1.0
BTX_HT_Hydrogen,2044,124.0,1612.0,1612.0,1257360.0,1.0
BTX_HT_Hydrogen,2045,124.0,1736.0,1736.0,1354080.0,1.0
BTX_HT_Hydrogen,2046,124.0,1860.0,1860.0,1450800.0,1.0
BTX_HT_Hydrogen,2047,124.0,1984.0,1984.0,1547520.0,1.0
BTX_HT_Hydrogen,2048,124.0,2108.0,2108.0,1644240.0,1.0
BTX_HT_Hydrogen,2049,124.0,2232.0,2232.0,1740960.0,1.0
BTX_HT_Hydrogen,2050,124.0,2356.0,2356.0,1837680.0,1.0
C4_LT_HeatPump,2023,0.0,0.0,0.0,0.0,0.0
C4_LT_HeatPump,2024,196.0,196.0,0.0,0.0,0.0
C4_LT_HeatPump,2025,196.0,392.0,0.0,0.0,0.0
C4_LT_HeatPump,2026,196.0,588.0,0.0,0.0,0.0
C4_LT_HeatPump,2027,196.0,784.0,0.0,0.0,0.0
C4_LT_HeatPump,2028,19.9999999999999,804.0,0.0,0.0,0.0
C4_LT_HeatPump,2029,0.0,804.0,0.0,0.0,0.0
C4_LT_HeatPump,2030,196.0,1000.0,1000.0,710000.0,1.0
C4_LT_HeatPump,2031,1.89624552630809e-17,1000.0,1000.0,710000.0,1.0
C4_LT_HeatPump,2032,196.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2033,1.25121109170954e-13,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2034,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2035,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2036,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2037,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2038,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2039,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2040,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2041,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2042,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2043,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2044,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2045,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2046,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2047,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2048,0.0,1196.0,1000.0,710000.0,0.8361204013377926
C4_LT_HeatPump,2049,0.0,1000.0,1000.0,710000.0,1.0
C4_LT_HeatPump,2050,196.0,1000.0,1000.0,710000.0,1.0
