FacilityID,Company,Location,Product,TechID,TransitionYear,TransitionFraction,CapacityTransitioned_kt,EmissionsBefore_ktCO2,EmissionsAfter_ktCO2,AbatementMtCO2,AnnualCostUSD,CostPerTonCO2,FacilityAge_2025,EmissionIntensity
롯데케미칼_대산_Ethylene_1991,롯데케미칼,대산,Ethylene,EE_001,2025,1.0,1100.0,1308.8088206914956,935.7983067944194,0.3730105138970762,-25737725.458898257,-69,34,1.1898262006286326
한화토탈에너지스_대산_Ethylene_1991,한화토탈에너지스,대산,Ethylene,EE_001,2025,1.0,1525.0,1814.4849559586648,1297.3567435104455,0.5171282124482193,-35681846.65892713,-69,34,1.1898262006286326
롯데케미칼_여수_Ethylene_1992,롯데케미칼,여수,Ethylene,EE_001,2025,1.0,1230.0,1463.486226773218,1046.392652142851,0.4170935746303671,-28779456.64949533,-69,33,1.1898262006286326
HD현대케미칼_대산_Ethylene_2021,HD현대케미칼,대산,Ethylene,EE_001,2025,1.0,850.0,1011.3522705343375,723.1168734320514,0.28823539710228613,-19888242.40005774,-69,4,1.1898262006286326
LG화학_대산_Ethylene_1991,LG화학,대산,Ethylene,EE_001,2025,1.0,1300.0,1546.774060817222,1105.943453484314,0.44083060733290813,-30417311.90597066,-69,34,1.1898262006286324
여천NCC_여수_Ethylene_1979,여천NCC,여수,Ethylene,EE_001,2025,1.0,2285.0,2718.7528684364247,1943.9083009320439,0.7748445675043808,-53464275.15780228,-69,46,1.1898262006286324
GS칼텍스_여수_Ethylene_2021,GS칼텍스,여수,Ethylene,EE_001,2025,1.0,900.0,1070.8435805657691,765.653160104525,0.3051904204612441,-21058139.011825845,-69,4,1.1898262006286324
대한유화_온산_Ethylene_1991,대한유화,온산,Ethylene,EE_001,2025,1.0,900.0,1070.8435805657691,765.653160104525,0.3051904204612441,-21058139.011825845,-69,34,1.1898262006286324
SK지오센트릭_울산_Ethylene_1989,SK지오센트릭,울산,Ethylene,EE_001,2025,1.0,660.0,785.2852924148975,561.4789840766518,0.2238063083382457,-15442635.275338953,-69,36,1.1898262006286324
LG화학_여수_Ethylene_2021,LG화학,여수,Ethylene,EE_001,2025,1.0,1030.0,1225.520986647491,876.2475054529563,0.34927348119453483,-24099870.202422902,-69,4,1.1898262006286322
S-Oil_온산_Ethylene_2018,S-Oil,온산,Ethylene,EE_001,2025,1.0,182.0,216.54836851441107,154.83208348780394,0.06171628502660712,-4258423.666835891,-69,7,1.1898262006286322
롯데케미칼_울산_M-X_1998,롯데케미칼,울산,M-X,EE_001,2025,1.0,360.0,418.6088532917559,299.3053301036055,0.11930352318815039,-8231943.099982377,-69,27,1.1628023702548775
롯데케미칼_울산_O-X_1980,롯데케미칼,울산,O-X,EE_001,2025,1.0,210.0,214.40941266163108,153.30273005306623,0.061106682608564854,-4216361.099990974,-69,45,1.020997203150624
SK지오센트릭_울산_O-X_1990,SK지오센트릭,울산,O-X,EE_001,2025,1.0,200.0,204.19944063012483,146.00260005053926,0.05819684057958557,-4015581.9999914044,-69,35,1.020997203150624
롯데케미칼_대산_LDPE_2005,롯데케미칼,대산,LDPE,EE_001,2025,1.0,500.0,389.0416852153865,278.1648049290014,0.11087688028638513,-7650504.739760574,-69,20,0.778083370430773
HD현대케미칼_대산_LDPE_2021,HD현대케미칼,대산,LDPE,EE_001,2025,1.0,300.0,233.4250111292319,166.89888295740084,0.06652612817183107,-4590302.843856343,-69,4,0.778083370430773
LG화학_대산_LDPE_2006,LG화학,대산,LDPE,EE_001,2025,1.0,280.0,217.86334372061643,155.77229076024076,0.06209105296037566,-4284282.654265921,-69,19,0.778083370430773
LG화학_여수_LDPE_1990,LG화학,여수,LDPE,EE_001,2025,1.0,180.0,140.05500667753915,100.13932977444051,0.03991567690309864,-2754181.706313806,-69,35,0.778083370430773
한화솔루션_여수_LDPE_1979,한화솔루션,여수,LDPE,EE_001,2025,1.0,337.0,262.2140958351705,187.48307852214694,0.07473101731302356,-5156440.194598626,-69,46,0.778083370430773
롯데케미칼_울산_LDPE_1972,롯데케미칼,울산,LDPE,EE_001,2025,1.0,120.0,93.37000445169278,66.75955318296035,0.026610451268732432,-1836121.1375425379,-69,53,0.778083370430773
한화토탈에너지스_대산_LDPE_1991,한화토탈에너지스,대산,LDPE,EE_001,2025,1.0,435.0,338.46626613738624,242.0033802882312,0.09646288584915505,-6655939.123591699,-69,34,0.7780833704307729
HD현대오일뱅크_대산_Propylene_2011,HD현대오일뱅크,대산,Propylene,EE_001,2025,1.0,420.0,267.69970555334856,191.40528947064425,0.07629441608270432,-5264314.709706598,-69,14,0.6373802513174966
롯데케미칼_대산_Propylene_1997,롯데케미칼,대산,Propylene,EE_001,2025,1.0,550.0,350.5591382246231,250.64978383060554,0.09990935439401756,-6893745.453187211,-69,28,0.6373802513174966
효성화학_울산_Propylene_1991,효성화학,울산,Propylene,EE_001,2025,1.0,500.0,318.69012565874834,227.8634398460051,0.09082668581274325,-6267041.321079285,-69,34,0.6373802513174966
롯데케미칼_여수_Propylene_1992,롯데케미칼,여수,Propylene,EE_001,2025,1.0,641.0,408.5607410945153,292.1209298825785,0.11643981121193685,-8034346.973623644,-69,33,0.6373802513174966
대한유화_온산_Propylene_1991,대한유화,온산,Propylene,EE_001,2025,1.0,560.0,356.9329407377981,255.20705262752568,0.10172588811027242,-7019086.279608797,-69,34,0.6373802513174966
S-Oil_온산_Propylene_2018,S-Oil,온산,Propylene,EE_001,2025,1.0,840.0,535.3994111066971,382.8105789412885,0.15258883216540864,-10528629.419413196,-69,7,0.6373802513174966
SK에너지_울산_Propylene_1996,SK에너지,울산,Propylene,EE_001,2025,1.0,620.0,395.1757558168478,282.5506654090462,0.11262509040780162,-7771131.2381383125,-69,29,0.6373802513174966
SK지오센트릭_울산_Propylene_1989,SK지오센트릭,울산,Propylene,EE_001,2025,1.0,380.0,242.20449550064868,173.17621428296383,0.06902828121768485,-4762951.4040202545,-69,36,0.6373802513174965
태광산업_울산_Propylene_1997,태광산업,울산,Propylene,EE_001,2025,1.0,300.0,191.21407539524895,136.718063907603,0.05449601148764594,-3760224.79264757,-69,28,0.6373802513174965
LG화학_여수_Propylene_2021,LG화학,여수,Propylene,EE_001,2025,1.0,1300.0,828.5943267127454,592.4449435996131,0.23614938311313233,-16294307.434806133,-69,4,0.6373802513174965
여천NCC_여수_Propylene_1979,여천NCC,여수,Propylene,EE_001,2025,1.0,1289.0,821.5831439482532,587.4319479230011,0.23415119602525214,-16156432.525742397,-69,46,0.6373802513174965
GS칼텍스_여수_Propylene_2021,GS칼텍스,여수,Propylene,EE_001,2025,1.0,970.0,618.2588437779716,442.05507330124976,0.17620377047672184,-12158060.162893808,-69,4,0.6373802513174965
SK어드밴스드_울산_Propylene_2016,SK어드밴스드,울산,Propylene,EE_001,2025,1.0,600.0,382.4281507904979,273.436127815206,0.10899202297529188,-7520449.58529514,-69,9,0.6373802513174965
LG화학_대산_Propylene_1991,LG화학,대산,Propylene,EE_001,2025,1.0,680.0,433.4185708958977,309.89427819056687,0.12352429270533082,-8523176.196667826,-69,34,0.6373802513174965
한화토탈에너지스_대산_Propylene_1991,한화토탈에너지스,대산,Propylene,EE_001,2025,1.0,1064.0,678.1725874018163,484.89339999229867,0.19327918740951758,-13336263.931256713,-69,34,0.6373802513174965
HD현대케미칼_대산_Propylene_2021,HD현대케미칼,대산,Propylene,EE_001,2025,1.0,451.0,287.4584933441909,205.53282274109654,0.08192567060309437,-5652871.271613511,-69,4,0.6373802513174965
한화토탈에너지스_대산_L-LDPE_2004,한화토탈에너지스,대산,L-LDPE,EE_001,2025,1.0,530.0,327.7144641722758,234.31584188317723,0.09339862228909859,-6444504.937947803,-69,21,0.6183291776835391
LG화학_대산_L-LDPE_2006,LG화학,대산,L-LDPE,EE_001,2025,1.0,125.0,77.2911472104424,55.26317025546633,0.022027976954976075,-1519930.4098933493,-69,19,0.6183291776835391
SK지오센트릭_울산_L-LDPE_1990,SK지오센트릭,울산,L-LDPE,EE_001,2025,1.0,550.0,340.0810477259465,243.15794912405178,0.09692309860189474,-6687693.803530738,-69,35,0.6183291776835391
롯데케미칼_여수_L-LDPE_2019,롯데케미칼,여수,L-LDPE,EE_001,2025,1.0,600.0,370.9975066101234,265.2632172262383,0.10573428938388514,-7295665.967488075,-69,6,0.6183291776835391
한화솔루션_여수_L-LDPE_1986,한화솔루션,여수,L-LDPE,EE_001,2025,1.0,288.0,178.0788031728593,127.32634426859441,0.050752458904264885,-3501919.664394277,-69,39,0.6183291776835391
LG화학_여수_L-LDPE_2021,LG화학,여수,L-LDPE,EE_001,2025,1.0,425.0,262.78990051550414,187.8947788685855,0.07489512164691865,-5167763.393637387,-69,4,0.6183291776835391
DL케미칼_여수_L-LDPE_2010,DL케미칼,여수,L-LDPE,EE_001,2025,1.0,10.0,6.183291776835391,4.421053620437306,0.0017622381563980856,-121594.4327914679,-69,15,0.618329177683539
SSNC_울산_L-LDPE_2015,SSNC,울산,L-LDPE,EE_001,2025,1.0,180.0,111.29925198303702,79.57896516787149,0.03172028681516554,-2188699.7902464224,-69,10,0.618329177683539
HD현대케미칼_대산_HDPE_2021,HD현대케미칼,대산,HDPE,EE_001,2025,1.0,575.0,334.77064067143215,239.36100808007401,0.09540963259135814,-6583264.648803712,-69,4,0.58220980986336
DL케미칼_여수_HDPE_1980,DL케미칼,여수,HDPE,EE_001,2025,1.0,630.0,366.7921802139168,262.2564088529506,0.10453577136096624,-7212968.223906671,-69,45,0.58220980986336
롯데케미칼_여수_HDPE_1992,롯데케미칼,여수,HDPE,EE_001,2025,1.0,360.0,209.5955315508096,149.86080505882887,0.05973472649198072,-4121696.12794667,-69,33,0.58220980986336
LG화학_여수_HDPE_1992,LG화학,여수,HDPE,EE_001,2025,1.0,500.0,291.10490493168,208.1400070261512,0.08296489790552877,-5724577.955481485,-69,33,0.58220980986336
GS칼텍스_여수_HDPE_2021,GS칼텍스,여수,HDPE,EE_001,2025,1.0,650.0,378.4363764111841,270.5820091339967,0.1078543672771874,-7441951.342125931,-69,4,0.58220980986336
대한유화_온산_HDPE_1976,대한유화,온산,HDPE,EE_001,2025,1.0,210.0,122.26406007130564,87.41880295098353,0.034845257120322104,-2404322.741302225,-69,49,0.58220980986336
SK지오센트릭_울산_HDPE_1990,SK지오센트릭,울산,HDPE,EE_001,2025,1.0,490.0,285.28280683304644,203.97720688562822,0.08130559994741822,-5610086.396371857,-69,35,0.58220980986336
한화토탈에너지스_대산_HDPE_1991,한화토탈에너지스,대산,HDPE,EE_001,2025,1.0,180.0,104.7977657754048,74.93040252941444,0.02986736324599036,-2060848.063973335,-69,34,0.58220980986336
금호석유화학_울산_PS_1973,금호석유화학,울산,PS,EE_001,2025,1.0,265.0,154.28559961379042,110.31420372386016,0.043971395889930265,-3034026.3164051883,-69,52,0.5822098098633599
LG화학_여수_PS_1984,LG화학,여수,PS,EE_001,2025,1.0,40.0,23.2883923945344,16.6512005620921,0.0066371918324423015,-457966.2364385188,-69,41,0.5822098098633599
HDC현대EP_울산_PS_1989,HDC현대EP,울산,PS,EE_001,2025,1.0,148.0,86.16705185977729,61.60944207974077,0.024557609780036523,-1694475.0748225201,-69,36,0.5822098098633599
한국이네오스스티롤루션_울산_PS_1985,한국이네오스스티롤루션,울산,PS,EE_001,2025,1.0,266.0,154.86780942365377,110.73048373791245,0.044137325685741316,-3045475.472316151,-69,40,0.5822098098633599
SK지오센트릭_울산_톨루엔_2070,SK지오센트릭,울산,톨루엔,EE_001,2025,1.0,1506.0,861.2362473461536,615.7839168524999,0.24545233049365367,-16936210.804062102,-69,-45,0.5718700181581365
롯데케미칼_대산_톨루엔_2011,롯데케미칼,대산,톨루엔,EE_001,2025,1.0,120.0,68.62440217897637,49.06644755796811,0.019557954621008258,-1349498.8688495697,-69,14,0.5718700181581364
LG화학_대산_톨루엔_2011,LG화학,대산,톨루엔,EE_001,2025,1.0,100.0,57.18700181581364,40.88870629830676,0.01629829551750688,-1124582.3907079746,-69,14,0.5718700181581364
롯데케미칼_여수_톨루엔_1992,롯데케미칼,여수,톨루엔,EE_001,2025,1.0,220.0,125.81140399479,89.95515385627486,0.035856250138515136,-2474081.2595575443,-69,33,0.5718700181581364
여천NCC_여수_톨루엔_1979,여천NCC,여수,톨루엔,EE_001,2025,1.0,282.0,161.26734512059448,115.30615176122507,0.04596119335936942,-3171322.3417964904,-69,46,0.5718700181581364
GS칼텍스_여수_톨루엔_1990,GS칼텍스,여수,톨루엔,EE_001,2025,1.0,170.0,97.21790308688318,69.51080070712149,0.02770710237976169,-1911790.0642035569,-69,35,0.5718700181581364
대한유화_온산_톨루엔_2008,대한유화,온산,톨루엔,EE_001,2025,1.0,78.0,44.60586141633464,31.893190912679273,0.012712670503655368,-877174.2647522204,-69,17,0.5718700181581364
S-Oil_온산_톨루엔_1991,S-Oil,온산,톨루엔,EE_001,2025,1.0,300.0,171.5610054474409,122.66611889492025,0.048894886552520646,-3373747.172123925,-69,34,0.5718700181581364
OCI_광양_톨루엔_1995,OCI,광양,톨루엔,EE_001,2025,1.0,40.0,22.874800726325457,16.355482519322702,0.006519318207002755,-449832.9562831901,-69,30,0.5718700181581363
LG화학_여수_톨루엔_1992,LG화학,여수,톨루엔,EE_001,2025,1.0,112.0,64.04944203371127,45.79535105410356,0.01825409097960771,-1259532.277592932,-69,33,0.5718700181581363
한화솔루션_울산_PVC_2066,한화솔루션,울산,PVC,EE_001,2025,1.0,330.0,184.1878954483726,131.69434524558642,0.05249355020278617,-3622054.963992246,-69,-41,0.5581451377223412
LG화학_대산_PVC_1998,LG화학,대산,PVC,EE_001,2025,1.0,240.0,133.9548330533619,95.77770563315377,0.03817712742020814,-2634221.791994361,-69,27,0.5581451377223412
한화솔루션_여수_PVC_1990,한화솔루션,여수,PVC,EE_001,2025,1.0,480.0,267.9096661067238,191.55541126630754,0.07635425484041627,-5268443.583988722,-69,35,0.5581451377223412
LG화학_여수_PVC_1976,LG화학,여수,PVC,EE_001,2025,1.0,450.0,251.16531197505353,179.5831980621633,0.07158211391289024,-4939165.859989426,-69,49,0.5581451377223412
울산아로마틱스_울산_P-X_2014,울산아로마틱스,울산,P-X,EE_001,2025,1.0,1000.0,543.1440172460224,388.34797233090603,0.15479604491511634,-10680927.099143026,-69,11,0.5431440172460223
롯데케미칼_울산_P-X_1980,롯데케미칼,울산,P-X,EE_001,2025,1.0,750.0,407.35801293451686,291.2609792481796,0.11609703368633728,-8010695.324357272,-69,45,0.5431440172460223
S-Oil_온산_P-X_1997,S-Oil,온산,P-X,EE_001,2025,1.0,1900.0,1031.9736327674427,737.8611474287217,0.29411248533872103,-20293761.48837175,-69,28,0.5431440172460223
GS칼텍스_여수_P-X_1990,GS칼텍스,여수,P-X,EE_001,2025,1.0,1350.0,733.2444232821302,524.2697626467232,0.20897466063540707,-14419251.583843086,-69,35,0.5431440172460223
HD현대오일뱅크_대산_P-X_1997,HD현대오일뱅크,대산,P-X,EE_001,2025,1.0,1460.0,792.9902651791926,566.9880396031228,0.2260022255760698,-15594153.564748816,-69,28,0.5431440172460223
한화토탈에너지스_대산_P-X_1997,한화토탈에너지스,대산,P-X,EE_001,2025,1.0,2000.0,1086.288034492045,776.6959446618123,0.3095920898302327,-21361854.198286053,-69,28,0.5431440172460223
SK인천석유화학_인천_P-X_2014,SK인천석유화학,인천,P-X,EE_001,2025,1.0,1500.0,814.7160258690337,582.5219584963592,0.23219406737267456,-16021390.648714544,-69,11,0.5431440172460223
SK지오센트릭_울산_P-X_1990,SK지오센트릭,울산,P-X,EE_001,2025,1.0,830.0,450.8095343141986,322.328817034652,0.12848071727954657,-8865169.492288714,-69,35,0.5431440172460222
LG화학_대산_VCM_1997,LG화학,대산,VCM,EE_001,2025,1.0,230.0,107.15641208358804,76.61683463976546,0.03053957744382258,-2107230.843623758,-69,28,0.4658974438416871
LG화학_여수_VCM_1990,LG화학,여수,VCM,EE_001,2025,1.0,720.0,335.4461595660147,239.84400408970055,0.09560215547631418,-6596548.727865678,-69,35,0.4658974438416871
한화솔루션_여수_VCM_1979,한화솔루션,여수,VCM,EE_001,2025,1.0,583.0,271.61820975970363,194.20701997818813,0.0774111897815155,-5341372.094924569,-69,46,0.4658974438416871
한화솔루션_울산_VCM_1972,한화솔루션,울산,VCM,EE_001,2025,1.0,264.0,122.99692517420542,87.94280149955688,0.03505412367464854,-2418734.533550749,-69,53,0.4658974438416871
한화솔루션_여수_EDC_1980,한화솔루션,여수,EDC,EE_001,2025,1.0,1586.0,716.1959453298002,512.0801009108072,0.204115844418993,-14083993.264910515,-69,45,0.4515737360213115
LG화학_여수_EDC_1996,LG화학,여수,EDC,EE_001,2025,1.0,810.0,365.7747261772624,261.52892921674265,0.10424579696051972,-7192959.990275861,-69,29,0.4515737360213115
한화솔루션_울산_EDC_1991,한화솔루션,울산,EDC,EE_001,2025,1.0,385.0,173.85588836820497,124.30696018326657,0.049548928184938404,-3418876.0447607497,-69,34,0.4515737360213115
카프로_울산_C-H_2000,카프로,울산,C-H,EE_001,2025,1.0,190.0,76.17609491245531,54.46590786240555,0.021710187050049762,-1498002.9064534334,-69,25,0.4009268153287121
SK지오센트릭_울산_C-H_1974,SK지오센트릭,울산,C-H,EE_001,2025,1.0,160.0,64.14829045259394,45.86602767360467,0.01828226277898927,-1261476.1317502595,-69,51,0.4009268153287121
LG화학_여수_Butadiene_1991,LG화학,여수,Butadiene,EE_001,2025,1.0,306.0,116.98110420755916,83.6414895084048,0.033339614699154356,-2300433.4142416506,-69,34,0.3822911902207816
금호석유화학_울산_Butadiene_1979,금호석유화학,울산,Butadiene,EE_001,2025,1.0,90.0,34.406207119870345,24.6004380907073,0.009805769029163046,-676598.0630122501,-69,46,0.3822911902207816
대한유화_울산_Butadiene_2023,대한유화,울산,Butadiene,EE_001,2025,1.0,146.0,55.81451377223412,39.9073773471474,0.015907136425086718,-1097592.4133309836,-69,2,0.3822911902207816
SK지오센트릭_울산_Butadiene_1989,SK지오센트릭,울산,Butadiene,EE_001,2025,1.0,130.0,49.69785472870161,35.53396613102165,0.014163888597679957,-977308.313239917,-69,36,0.3822911902207816
롯데케미칼_여수_Butadiene_2011,롯데케미칼,여수,Butadiene,EE_001,2025,1.0,160.0,61.166590435325055,43.73411216125742,0.017432478274067634,-1202841.0009106668,-69,14,0.3822911902207816
롯데GS화학_여수_Butadiene_2022,롯데GS화학,여수,Butadiene,EE_001,2025,1.0,130.0,49.69785472870161,35.53396613102165,0.014163888597679957,-977308.313239917,-69,3,0.3822911902207816
금호석유화학_여수_Butadiene_1992,금호석유화학,여수,Butadiene,EE_001,2025,1.0,147.0,56.1968049624549,40.180715548155256,0.016016089414299644,-1105110.1695866755,-69,33,0.3822911902207816
한화토탈에너지스_대산_Butadiene_1991,한화토탈에너지스,대산,Butadiene,EE_001,2025,1.0,150.0,57.34367853311725,41.000730151178836,0.016342948381938414,-1127663.4383537504,-69,34,0.3822911902207816
LG화학_대산_Butadiene_1991,LG화학,대산,Butadiene,EE_001,2025,1.0,200.0,76.45823804415632,54.66764020157177,0.021790597842584546,-1503551.2511383335,-69,34,0.3822911902207816
HD현대케미칼_대산_Butadiene_2021,HD현대케미칼,대산,Butadiene,EE_001,2025,1.0,163.0,62.3134640059874,44.554126764280994,0.017759337241706405,-1225394.269677742,-69,4,0.3822911902207816
롯데케미칼_대산_Butadiene_1997,롯데케미칼,대산,Butadiene,EE_001,2025,1.0,190.0,72.63532614194851,51.93425819149319,0.02070106795045532,-1428373.6885814168,-69,28,0.3822911902207816
여천NCC_여수_Butadiene_1992,여천NCC,여수,Butadiene,EE_001,2025,1.0,378.0,144.50606990345548,103.32183998097068,0.04118422992248481,-2841711.864651452,-69,33,0.3822911902207816
여천NCC_여수_자일렌_1979,여천NCC,여수,자일렌,EE_001,2025,1.0,204.0,73.32244367903682,52.425547230511334,0.02089689644852549,-1441885.8549482587,-69,46,0.3594237435246903
대한유화_온산_자일렌_2008,대한유화,온산,자일렌,EE_001,2025,1.0,47.0,16.892915945660448,12.078434901147222,0.004814481044513225,-332199.1920714126,-69,17,0.3594237435246903
롯데케미칼_대산_자일렌_2011,롯데케미칼,대산,자일렌,EE_001,2025,1.0,60.0,21.565424611481426,15.419278597209221,0.006146146014272205,-424084.07498478214,-69,14,0.3594237435246903
GS칼텍스_여수_자일렌_1990,GS칼텍스,여수,자일렌,EE_001,2025,1.0,350.0,125.79831023364156,89.94579181705373,0.03585251841658783,-2473823.7707445603,-69,35,0.3594237435246903
HD현대케미칼_대산_자일렌_2016,HD현대케미칼,대산,자일렌,EE_001,2025,1.0,1350.0,485.2220537583319,346.9337684372074,0.13828828532112453,-9541891.687157592,-69,9,0.3594237435246903
롯데케미칼_여수_자일렌_1992,롯데케미칼,여수,자일렌,EE_001,2025,1.0,79.0,28.394475738450534,20.302050152992134,0.0080924255854584,-558377.3653966297,-69,33,0.3594237435246903
LG화학_여수_자일렌_1992,LG화학,여수,자일렌,EE_001,2025,1.0,60.0,21.565424611481426,15.419278597209221,0.006146146014272205,-424084.07498478214,-69,33,0.3594237435246903
S-Oil_온산_자일렌_1991,S-Oil,온산,자일렌,EE_001,2025,1.0,450.0,161.74068458611063,115.64458947906911,0.04609609510704152,-3180630.562385865,-69,34,0.3594237435246902
SK지오센트릭_울산_자일렌_2070,SK지오센트릭,울산,자일렌,EE_001,2025,1.0,894.0,321.3248267110731,229.7472510984173,0.09157757561265581,-6318852.717273251,-69,-45,0.3594237435246902
HD현대케미칼_대산_PP_2021,HD현대케미칼,대산,PP,EE_001,2025,1.0,380.0,134.94347153958876,96.48458215080598,0.03845888938878278,-2653663.367826012,-69,4,0.3551143987883914
LG화학_대산_PP_2006,LG화학,대산,PP,EE_001,2025,1.0,1117.0,396.6627834466332,283.61389016434276,0.11304889328229047,-7800373.636478042,-69,19,0.3551143987883914
롯데케미칼_대산_PP_2005,롯데케미칼,대산,PP,EE_001,2025,1.0,500.0,177.5571993941957,126.95339756684993,0.050603801827345765,-3491662.326086858,-69,20,0.3551143987883914
한화토탈에너지스_대산_PP_1991,한화토탈에너지스,대산,PP,EE_001,2025,1.0,600.0,213.06863927303488,152.34407708021996,0.06072456219281491,-4189994.791304229,-69,34,0.3551143987883914
롯데케미칼_여수_PP_1979,롯데케미칼,여수,PP,EE_001,2025,1.0,180.0,63.92059178191046,45.703223124065985,0.018217368657844474,-1256998.4373912688,-69,46,0.3551143987883914
S-Oil_온산_PP_2018,S-Oil,온산,PP,EE_001,2025,1.0,550.0,195.3129193336153,139.64873732353496,0.05566418201008034,-3840828.558695543,-69,7,0.3551143987883914
대한유화_온산_PP_1976,대한유화,온산,PP,EE_001,2025,1.0,432.0,153.4094202765851,109.68773549775837,0.04372168477882674,-3016796.2497390453,-69,49,0.3551143987883914
